Task_Number,Task_Description,Status1,Project_Code,Project_Name,Science_Area_Name,SELN_TYPE11_CODE,USER_FLD20
A49108,Biodegradation Plant,A,599,Commercial Packaging,BioPolymers and Chemicals,BP,PROJECT
W00107,Core Funding - 601,A,601,Solid Biofuels,Clean Technologies,CT,PROJECT
N60532,Torrefraction,A,601,Solid Biofuels,Clean Technologies,CT,PROJECT
N60533,Denisfication,A,601,Solid Biofuels,Clean Technologies,CT,PROJECT
W00110,Govt Funding - 602,A,602,FWPA Project,Forest Industry Infomatics,FI,PROJECT
W00123,Govt Funding - 602,A,602,FWPA Project,Forest Industry Infomatics,FI,PROJECT
A63411,Final report written 15/06/18,I,602,FWPA Project,Forest Industry Infomatics,FI,PROJECT
J32830,Koppers Arch Field Tests,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32856,Osmose Tests,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32863,Arch Wood Protection Stake Trial,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32873,Mini-deck testing at Scion using five new formulations for L,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32874,CHH Treated Plywood,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32876,Durability testing for DMDHEU trial,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32877,"Wood Modification Cu+FR project, Preliminary treatment and t",A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32878,Juken Nissho Trial,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32879,Biocide Tool box,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32884,JNL - Spot test literature review and chemical interaction,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
J32899,Wood Mycology - Misc Commercial,A,603,Wood protection commercial,Wood and Fibre,WF,PROJECT
N60530,BPA 139 MPL,A,604,BPA 139 – MPL,Clean Technologies,CT,PROJECT
A49110,Catalyst - 3D printing,I,605,Catalyst – 3D printing,BioPolymers and Chemicals,BP,PROJECT
J13065,2016 P. radiata grafts crop - INTERNAL FG & FP,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05004,March+May 2016 Ian Hood 200 P Radiata KP1 and KP2 - J60537 -,I,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05011,P Radiata for fert trial - F70013 - G Coker ongoing,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05020,"HTHF, and Needle disease Strategy for Task J02001 35% & J605",A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05022,Cypresses stool plants (Mari A02057) ongoing,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05023,D-fir seed progeny trial final M2 (Mari A02056) - ongoing,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05025,Drought Tolerance plants (Task J18617),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05026,RedNeedle Cast Control for Task J60562 (Caro/Carol) - ongoin,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05027,Management of Giant Willow Aphid (GWA) for Task # J60331 - o,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05029,New Caledonian Kauri for Greg Task # J26001 - ongoing,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05031,Eucs ex A Shearer (J18617),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05034,Cypress arizonica - Steffi P30717,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05035,Arbogen RNC clones - Beena dumped,I,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05036,Myrtle Rust - E Miller J60670,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05037,Sterile environment Kauri for Nari (J02003),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05038,D-fir & contorta wilding 50% each F50321 & F50327,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05039,RNC infection period study - (Stuart Fraser J60537) - ongoin,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05040,Grafting for D-fir breeding - M3 A02056 for Mari - Toby,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05041,Lift and plant GF 19's into liver pails - G Coker F70041,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05043,Fungicide and ECM trial (Simeon F70064) - completed,I,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05044,TDPA herbicide trial (Liam) F50361,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05045,Nursery conveyor set-up J Dash (A63450),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05046,Tissue Culture Kauri (Jana J19472),I,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05047,Heidi Hybrids (Heidi J18616),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05048,Cypresses - Mari's miracles (Mari A02037),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05049,Alternative seed collection (Nari J80700),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05050,Hazelnuts trial (Lania S60055),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05051,2019 Grafting for Long Mile (J18572),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05052,Forest Systems pot trial (F70023) Amanda Matson - ongoing,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05053,Manuka plants for Kwasi (J60581),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05054,Ellepot trial (J18616) - Craig,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05055,SWP macrocarpa sowing and growing on 2019 (A02037) - Toby,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05056,SWP Fastigata sowing and growing on 2019 (A02037) - Toby,A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05057,Nutrition trial (Ellen-Mae),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05058,Treatment trial - G Coker (F70013),A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
T05059,"GMO field trial - (Personal P30715, Materials P30716)",A,608,Nursery - Internal,Forest Genetics,FG,PROJECT
P50001,Mechanical maintenance,A,609,Nursery - Overheads,Forest Genetics,FG,PROJECT
P50002,Nursery ground maintenance,I,609,Nursery - Overheads,Forest Genetics,FG,PROJECT
P50003,2019 Stool beds,A,609,Nursery - Overheads,Forest Genetics,FG,PROJECT
J13052,Nursery maintenance/cleanup,A,609,Nursery - Overheads,Forest Genetics,FG,PROJECT
J13000,Nursery,A,609,Nursery - Overheads,Forest Genetics,FG,PROJECT
J13076,Nursery crop watering,A,609,Nursery - Overheads,Forest Genetics,FG,PROJECT
J13218,2018 P radiata grafts crop,A,609,Nursery - Overheads,Forest Genetics,FG,PROJECT
J79869,Z Energy Raw Glycerol,I,611,Commercial fermentation PHA analysis,Biotransformation,BI,PROJECT
J79859,Commercial fermentation PHA analysis,I,611,Commercial fermentation PHA analysis,Biotransformation,BI,PROJECT
W00135,Govt Funding 613,A,613,NSC Our land and water (small projects < 40k),Forest Systems,FS,PROJECT
J13303,OLW Trust and Social Licence,A,613,NSC Our land and water (small projects < 40k),Forest Systems,FS,PROJECT
J13304,OLW Interoperable modelling systems,A,613,NSC Our land and water (small projects < 40k),Forest Systems,FS,PROJECT
A63414,Small Woodlots - Collect Data,I,617,Small Woodlots,Forest Industry Infomatics,FI,PROJECT
A63416,Small Woodlots - Reporting,I,617,Small Woodlots,Forest Industry Infomatics,FI,PROJECT
W00122,Govt Funding - 617,A,617,Small Woodlots,Forest Industry Infomatics,FI,PROJECT
W00109,Govt Funding - 619,A,619,Wood Modification: Technology Development,Wood and Fibre,WF,PROJECT
J79257,FA Technology Development,A,619,Wood Modification: Technology Development,Wood and Fibre,WF,PROJECT
J79249,Thermal Modification,A,620,Wood Modification: Thermal Modification,Wood and Fibre,WF,PROJECT
W00112,Govt Funding - 620,A,620,Wood Modification: Thermal Modification,Wood and Fibre,WF,PROJECT
W00113,Govt Funding - 625,A,625,Tree Biotech – IO1,Biotransformation,BI,PROJECT
P30719,Douglas fir sterility,A,625,Tree Biotech – IO1,Biotransformation,BI,PROJECT
P30708,Transgenic line generation (IO1),A,625,Tree Biotech – IO1,Biotransformation,BI,PROJECT
P30709,Candidate gene selection (IO1),A,625,Tree Biotech – IO1,Biotransformation,BI,PROJECT
P30710,"Planting, phenotyping and monitoring (IO1)",A,625,Tree Biotech – IO1,Biotransformation,BI,PROJECT
P30711,Tree Biotech Op Expenses (IO1),A,625,Tree Biotech – IO1,Biotransformation,BI,PROJECT
P30713,Transgenic line generation (IO3),A,626,Tree Biotech – IO3,Biotransformation,BI,PROJECT
P30714,Candidate gene selection (IO3),A,626,Tree Biotech – IO3,Biotransformation,BI,PROJECT
P30715,"Planting, phenotyping and monitoring (IO3)",A,626,Tree Biotech – IO3,Biotransformation,BI,PROJECT
P30716,Tree Biotech Op Expenses (IO3),A,626,Tree Biotech – IO3,Biotransformation,BI,PROJECT
W00114,Govt Funding - 626,A,626,Tree Biotech – IO3,Biotransformation,BI,PROJECT
W00111,Govt Funding - 627,A,627,Virtual Reality Core Funded,Forest Industry Infomatics,FI,PROJECT
A49033,Set up and testing,I,627,Virtual Reality Core Funded,Forest Industry Infomatics,FI,PROJECT
A49034,Exploring possibilities,I,627,Virtual Reality Core Funded,Forest Industry Infomatics,FI,PROJECT
A49035,Validation and next steps,I,627,Virtual Reality Core Funded,Forest Industry Infomatics,FI,PROJECT
J20143,Corrugated box design subcontract for Massey,A,628,Packaging Improved Box Lifetime,BioPolymers and Chemicals,BP,PROJECT
W00121,Govt Funding - 628,A,628,Packaging Improved Box Lifetime,BioPolymers and Chemicals,BP,PROJECT
J20178,Packaging - Improved box lifetime,A,628,Packaging Improved Box Lifetime,BioPolymers and Chemicals,BP,PROJECT
J20189,Packaging - Coatings Commercialisation,I,629,Packaging - Coatings Commercialisation,BioPolymers and Chemicals,BP,PROJECT
W00137,Govt Funding 629,A,629,Packaging - Coatings Commercialisation,BioPolymers and Chemicals,BP,PROJECT
W00120,Govt Funding - 630,A,630,Packaging - Traceability,BioPolymers and Chemicals,BP,PROJECT
J20181,Packaging - Traceability,A,630,Packaging - Traceability,BioPolymers and Chemicals,BP,PROJECT
J20197,Catalyst Printed Electronics,I,630,Packaging - Traceability,BioPolymers and Chemicals,BP,PROJECT
W00119,Govt Funding - 631,A,631,Packaging - Bio Barrier,BioPolymers and Chemicals,BP,PROJECT
J20177,Packaging - Bio Barrier,A,631,Packaging - Bio Barrier,BioPolymers and Chemicals,BP,PROJECT
J61819,LUCAS Planted Forest Plot Network Field Audit 2016-2020,A,632,LUCAS Planted Forest Plot Network Field Audit 2016 - 2020,Forest Systems,FS,PROJECT
H63500,Project 635 Accrual Adjust,A,635,RPBC GenSelector Tool,Forest Industry Infomatics,FI,PROJECT
A49092,Milestone 4 - GS Population update,A,635,RPBC GenSelector Tool,Forest Industry Infomatics,FI,PROJECT
A49093,Milestone 5 - BV Values Update,A,635,RPBC GenSelector Tool,Forest Industry Infomatics,FI,PROJECT
A71908,Forecaster 14/15,A,637,Forecaster Support and Maintenance,Forest Industry Infomatics,FI,PROJECT
J02428,Log Price Outlook,A,639,Market Outlook and Research,Value Chain Optimisation,VC,PROJECT
W00116,Govt Funding - 639,A,639,Market Outlook and Research,Value Chain Optimisation,VC,PROJECT
W00117,Govt Funding - 641,A,641,Trading Board,Value Chain Optimisation,VC,PROJECT
W00126,Govt Funding - 646,A,646,Explore Industry Related Applications of UAV’s,Forest Industry Infomatics,FI,PROJECT
A49120,Spearhead Collaboration fund,A,650,NSC10 Sfti Spearhead – 3D/4D Printing,BioPolymers and Chemicals,BP,PROJECT
A49121,Spearhead Subcontracts,A,650,NSC10 Sfti Spearhead – 3D/4D Printing,BioPolymers and Chemicals,BP,PROJECT
A49122,NSC Scion science delivery,A,650,NSC10 Sfti Spearhead – 3D/4D Printing,BioPolymers and Chemicals,BP,PROJECT
A49123,Sfti - Research Leadership (Florian),A,650,NSC10 Sfti Spearhead – 3D/4D Printing,BioPolymers and Chemicals,BP,PROJECT
A49200,Climate Cloud,A,652,Climate Cloud,Forest Systems,FS,PROJECT
J02432,Spatial Platform,A,653,OL and W NSC Te Hiku case study,Value Chain Optimisation,VC,PROJECT
J02433,Priority development areasl,A,653,OL and W NSC Te Hiku case study,Value Chain Optimisation,VC,PROJECT
J02434,VC model,A,653,OL and W NSC Te Hiku case study,Value Chain Optimisation,VC,PROJECT
J02435,Regional Impacts,A,653,OL and W NSC Te Hiku case study,Value Chain Optimisation,VC,PROJECT
J02420,Project Management,A,653,OL and W NSC Te Hiku case study,Value Chain Optimisation,VC,PROJECT
J02455,Integrate TH Knowledge Systems,A,653,OL and W NSC Te Hiku case study,Value Chain Optimisation,VC,PROJECT
J02421,Embed VM in the Challenge,A,654,OL and W NSC VM Theme leader,Value Chain Optimisation,VC,PROJECT
J02437,VM Strategy Development and Delivery,A,654,OL and W NSC VM Theme leader,Value Chain Optimisation,VC,PROJECT
J02438,Kahui Support and Reporting,A,654,OL and W NSC VM Theme leader,Value Chain Optimisation,VC,PROJECT
A02055,Clonal Forestry in Maori-owned Plantations,I,657,Clonal Forestry in Maori Owned Plantations,Forest Genetics,FG,PROJECT
J61813,LUCAS Natural Forest Plot Audit 2018-2024,A,658,LUCAS Natural Forest Plot Audit 2018-2022,Forest Systems,FS,PROJECT
J61815,LUCAS Method Development and Research 2018-2022,A,659,LUCAS Method Development and Research 2018-2022,Forest Systems,FS,PROJECT
N60545,BPA 1803-01 Adding value to oat processing wastes,A,660,Bioenergy Products,Clean Technologies,CT,PROJECT
N60546,BPA 1828-01 Solid fuels from wood molasses residues,A,660,Bioenergy Products,Clean Technologies,CT,PROJECT
A62542,Tairawhiti biomass to energy study - Eastland Community Trus,A,660,Bioenergy Products,Clean Technologies,CT,PROJECT
A62543,MPI - East Coast,A,660,Bioenergy Products,Clean Technologies,CT,PROJECT
A62549,Plant & Food Subcontract (BPA 1825-01),A,660,Bioenergy Products,Clean Technologies,CT,PROJECT
J79860,Bioinspired Aromatic Polyesters,A,661,Bioinspired Aromatic Polyesters,Biotransformation,BI,PROJECT
P30717,Make Wood not Love,A,662,Make wood not love,Biotransformation,BI,PROJECT
P30718,Gene Editing PFR,A,663,Gene Editing PFR,Biotransformation,BI,PROJECT
W00127,Govt Funding - 664,A,664,Needle Disease Control,Forest Protection,FP,PROJECT
J60569,Project Admin – Forest Disease Control,A,664,Needle Disease Control,Forest Protection,FP,PROJECT
J60562,RNC Chemical Control,A,664,Needle Disease Control,Forest Protection,FP,PROJECT
J60564,RNC Host resilience,A,664,Needle Disease Control,Forest Protection,FP,PROJECT
J60537,RNC Prediction,A,664,Needle Disease Control,Forest Protection,FP,PROJECT
H66400,Project 664 Accrual Adjust,A,664,Needle Disease Control,Forest Protection,FP,PROJECT
J59802,Passive Surveillance Network,A,666,Passive Surveillance,Forest Protection,FP,PROJECT
J59803,Envirolink tools,A,666,Passive Surveillance,Forest Protection,FP,PROJECT
J59804,Rebecca Turner BHNSC Post-Doc,A,666,Passive Surveillance,Forest Protection,FP,PROJECT
J59805,Unlocking Curious Minds,A,666,Passive Surveillance,Forest Protection,FP,PROJECT
J59806,M. Bovis,A,666,Passive Surveillance,Forest Protection,FP,PROJECT
J60001,Extreme Fire Behaviour,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60002,Real Time Fire Tools,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60003,Extreme Fire Prevention tech,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60004,Targeted Protection,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60005,Fire as a land management tool,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60006,Project Admin,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60007,Knowledge Exchange,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60036,Environmental criteria in firefighting,I,669,Extreme Fire,Forest Protection,FP,PROJECT
J60037,Public injury and fatalities,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60038,Grass curing evaluation,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60039,Ammunition FENZ,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60055,AirFire JV,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J60099,Consulting and small projects,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J69600,NFRA1,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J69601,Economics of Wildfire - NFRA,A,669,Extreme Fire,Forest Protection,FP,PROJECT
J69602,Fenz Consulting,A,669,Extreme Fire,Forest Protection,FP,PROJECT
W00128,Govt Funding - 669,A,669,Extreme Fire,Forest Protection,FP,PROJECT
W00132,Govt Funding - 669 PGST,A,669,Extreme Fire,Forest Protection,FP,PROJECT
W00130,Govt Funding - 670,A,670,NSC Wildfire Resilience to Nature’s Challenges,Forest Protection,FP,PROJECT
J60044,NSC community resilience and self-reliance,A,670,NSC Wildfire Resilience to Nature’s Challenges,Forest Protection,FP,PROJECT
J60047,NSC Hazard,A,670,NSC Wildfire Resilience to Nature’s Challenges,Forest Protection,FP,PROJECT
J60048,NSC Admin,A,670,NSC Wildfire Resilience to Nature’s Challenges,Forest Protection,FP,PROJECT
J60049,Mythbusting,A,670,NSC Wildfire Resilience to Nature’s Challenges,Forest Protection,FP,PROJECT
H67200,Project 672 Accrual Adjust,A,672,Tyre-REX: Partial Devulcanisation of Waste Type Rubber,BioPolymers and Chemicals,BP,PROJECT
A72812,Modification trials,A,672,Tyre-REX: Partial Devulcanisation of Waste Type Rubber,BioPolymers and Chemicals,BP,PROJECT
A72814,Process Optimisation,A,672,Tyre-REX: Partial Devulcanisation of Waste Type Rubber,BioPolymers and Chemicals,BP,PROJECT
H67300,Project 673 Accrual Adjust,A,673,Toilet Challenge Phase 2,Clean Technologies,CT,PROJECT
A09466,RTTC Modelling,A,673,Toilet Challenge Phase 2,Clean Technologies,CT,PROJECT
A09467,RTTC WO Science,A,673,Toilet Challenge Phase 2,Clean Technologies,CT,PROJECT
A09469,RTTC PPB,A,673,Toilet Challenge Phase 2,Clean Technologies,CT,PROJECT
A09470,RTTC Platform test,A,673,Toilet Challenge Phase 2,Clean Technologies,CT,PROJECT
A09471,RTTC Project Man,A,673,Toilet Challenge Phase 2,Clean Technologies,CT,PROJECT
F50300,1.4 Detection - Project Management,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50301,1.4.1 Case study sites,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50302,1.4.2 Data Acquisition,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50303,1.4.3 Identify detection thresholds,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50304,1.4.4 Pushing beyond resolution limitations,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50305,1.4.5 Sampling efficiency,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50320,1.5 Control - Project Management,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50321,"1.5.1 Optmise uptake, retention and translocation of spray (",A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50322,1.5.2 Field validation trials,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50323,1.5.3 Model validation and recommendations to end-users,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50325,1.5.5 Optimisation algorithm for helicopter spot treatment,I,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50326,1.5.6 Software-assisted helicopter spot treatment,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50327,1.5.7 UAV spot treatment configuration evaluated,I,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50328,1.5.8 UAV targeting efficiency evaluated,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50329,1.5.9 UAV operating system optimised,I,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50340,1.6 Prevention - Project Management,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50341,1.6.1 Clonal Propagation protocols,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50342,1.6.2 EPA Approval,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50343,1.6.3 Novel and established mechanisms of sterility tested,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50344,1.6.4 Cone abortion,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50345,1.6.5 Low spread genotypes,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50346,1.6.6 Cultures established for low spread genotypes,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50347,1.6.7 Embryo-genesis and propagation,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50348,1.6.8 Wind tunnel dataset,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50349,1.6.9 Large Eddy Simulation (LES) model simulation,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50350,1.6.10 Analytic model testing,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50351,1.6.11 Application of data,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50352,1.6.12 Decision support tool created and communicate to end-,I,674,Winning Against Wildings,Forest Systems,FS,PROJECT
F50360,RA1.9 Integration,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
W00129,Govt Funding - 674,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
(inter-CRI contract),W Code - Winning Against Wildings,A,674,Winning Against Wildings,Forest Systems,FS,PROJECT
W00133,Govt Funding - 675,A,675,LiDAR Cloud Processing,Forest Industry Infomatics,FI,PROJECT
W00138,Govt Funding 678,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
P10066,Genomic Selection Task - RPBC,I,678,Breeding for Gain,Forest Genetics,FG,PROJECT
P10072,SSIF - Database Molecular & Forestry,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
P10074,SSIF - RL science extension,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J06900,Forest Genetics Platform,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J18243,SSIF - Genetic evaluation of E nitens using TreePlan,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J18550,SSIF - Administration,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J18572,SSIF - Quantitative Genetics & Longmile,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J18598,SSIF - STBA,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J18599,SSIF - Genomics publication with INRA,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J19468,Various commercial contracts by Field Crew,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J19469,ProSeed Royalties,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J19481,Timberlands Scion and pollen collection plan,A,678,Breeding for Gain,Forest Genetics,FG,PROJECT
J19446,SSIF - Tissue culture consumables,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J19451,Commercial Tissue Culture,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J19471,SSIF - Cryopreservation,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J19472,SSIF - Microprop of indig spp & hybrids,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18602,CF - Propogation indigenous,I,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18608,SSIF - Nursery automation & infrastructure,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18609,SSIF - Endangered species,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18615,SSIF - Nursery Business Development,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18616,SSIF - Nursery propagation research & TC plants ex-vitro,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18617,SSIF - Nursery tree/plant maintenance,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18573,SSIF - Advanced Tissue Culture Techniques,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18574,SSIF - Douglas-fir Sterility,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J03300,KT cuttings research improvement of rooting (commercial),A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J03301,Crossing genotypes for FG clonal programme,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
H67900,Project 679 Accrual Adjust,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
P10070,SSIF - Epigenetics,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
W00139,Govt Funding 679,A,679,Propagation and Automation,Forest Genetics,FG,PROJECT
J18581,SSIF - Drought resistance paper,I,680,Breeding for Resillience,Forest Genetics,FG,PROJECT
J18593,SSIF - ARC Tasmania interaction,A,680,Breeding for Resillience,Forest Genetics,FG,PROJECT
J18597,"SSIF Field diagnostics - Dothi, RNC",I,680,Breeding for Resillience,Forest Genetics,FG,PROJECT
J18239,SSIFF - Elite clone mini trial,A,680,Breeding for Resillience,Forest Genetics,FG,PROJECT
W00140,Govt Funding 680,A,680,Breeding for Resillience,Forest Genetics,FG,PROJECT
W00141,Govt Funding 681,A,681,Hi-Tech Forests,Forest Genetics,FG,PROJECT
P10068,SSIF - Genomics opportunities,A,681,Hi-Tech Forests,Forest Genetics,FG,PROJECT
J19453,SSIF - Reference-based Assemblies,A,681,Hi-Tech Forests,Forest Genetics,FG,PROJECT
J19483,Genomics Aotearoa,A,681,Hi-Tech Forests,Forest Genetics,FG,PROJECT
J19484,Tomorrows Totara,A,682,Alternative and Indigenous Species,Forest Genetics,FG,PROJECT
J19474,SSIF - Kauri Genome consulting,A,682,Alternative and Indigenous Species,Forest Genetics,FG,PROJECT
J18576,SSIF - Euc Muelia & Pilularis seed orchard - seed collection,A,682,Alternative and Indigenous Species,Forest Genetics,FG,PROJECT
P10071,CF - Alex Shearer MSc,I,682,Alternative and Indigenous Species,Forest Genetics,FG,PROJECT
W00142,Govt Funding 682,A,682,Alternative and Indigenous Species,Forest Genetics,FG,PROJECT
J23000,SSIF - Jeiwan Lee project work,A,682,Alternative and Indigenous Species,Forest Genetics,FG,PROJECT
